codmunicipio,valor,beneficiarios,ano,mes
4107652,23760600,33696,2020,7
4107652,20697600,29269,2020,8
4107652,22826532,35615,2020,9
4107652,14653048,31711,2020,10
4107652,18954657,33264,2020,11
4107652,17466553,31857,2020,12
4107652,285000,215,2021,1
4107702,772800,1157,2020,4
4107702,870600,1287,2020,5
4107702,574800,842,2020,6
4107702,883800,1331,2020,7
4107702,795600,1190,2020,8
4107702,664846,1335,2020,9
4107702,410333,1186,2020,10
4107702,532740,1235,2020,11
4107702,509554,1208,2020,12
4107702,6600,6,2021,1
4107736,1167000,1732,2020,4
4107736,1302000,1913,2020,5
4107736,948600,1381,2020,6
4107736,1315200,1960,2020,7
4107736,1243800,1840,2020,8
4107736,888061,1958,2020,9
4107736,622134,1825,2020,10
4107736,754818,1879,2020,11
4107736,718801,1831,2020,12
4107736,1800,1,2021,1
4107751,1531800,2156,2020,4
4107751,1761600,2474,2020,5
4107751,1145400,1562,2020,6
4107751,1786800,2541,2020,7
4107751,1600800,2261,2020,8
4107751,1314334,2489,2020,9
4107751,851777,2271,2020,10
4107751,1062301,2348,2020,11
4107751,1020399,2284,2020,12
4107751,7200,8,2021,1
4107850,651000,971,2020,4
4107850,797400,1174,2020,5
4107850,519000,774,2020,6
4107850,827400,1241,2020,7
4107850,751200,1130,2020,8
4107850,702170,1272,2020,9
4107850,448071,1152,2020,10
4107850,575748,1204,2020,11
4107850,513656,1173,2020,12
4107850,7500,6,2021,1
4107801,675600,1006,2020,4
4107801,869400,1279,2020,5
4107801,445200,661,2020,6
4107801,894000,1344,2020,7
4107801,774000,1159,2020,8
4107801,857740,1412,2020,9
4107801,511144,1215,2020,10
4107801,690243,1303,2020,11
4107801,644384,1280,2020,12
4107801,11400,8,2021,1
4107900,1047000,1551,2020,4
4107900,1390800,2040,2020,5
4107900,735000,1086,2020,6
4107900,1446600,2172,2020,7
4107900,1254000,1882,2020,8
4107900,1431940,2331,2020,9
4107900,929686,2090,2020,10
4107900,1198486,2199,2020,11
4107900,1120191,2133,2020,12
4107900,10800,8,2021,1
4108007,2360400,3230,2020,4
4108007,2584200,3510,2020,5
4108007,1716600,2270,2020,6
4108007,2522400,3489,2020,7
4108007,2265000,3098,2020,8
4108007,1571812,3240,2020,9
4108007,977683,2911,2020,10
4108007,1232953,2983,2020,11
4108007,1174000,2907,2020,12
4108007,8100,7,2021,1
4108106,394800,587,2020,4
4108106,476400,700,2020,5
4108106,259800,380,2020,6
4108106,481800,716,2020,7
4108106,433200,642,2020,8
4108106,443684,752,2020,9
4108106,280007,668,2020,10
4108106,364907,709,2020,11
4108106,351107,695,2020,12
4108106,600,1,2021,1
4108205,894000,1358,2020,4
4108205,1194000,1747,2020,5
4108205,649800,992,2020,6
4108205,1224000,1865,2020,7
4108205,1057200,1604,2020,8
4108205,1156846,1954,2020,9
4108205,724635,1728,2020,10
4108205,935925,1810,2020,11
4108205,841767,1765,2020,12
4108205,6900,6,2021,1
4108304,42993600,61085,2020,4
4108304,54625200,77195,2020,5
4108304,31830000,44941,2020,6
4108304,57204000,82841,2020,7
4108304,50562600,72388,2020,8
4108304,54487909,88867,2020,9
4108304,35361776,79813,2020,10
4108304,46803984,84648,2020,11
4108304,42334748,82501,2020,12
4108304,536700,426,2021,1
4108452,1103400,1531,2020,4
4108452,1254000,1724,2020,5
4108452,787200,1065,2020,6
4108452,1257000,1758,2020,7
4108452,1129800,1572,2020,8
4108452,968540,1741,2020,9
4108452,613866,1557,2020,10
4108452,784610,1614,2020,11
4108452,738957,1561,2020,12
4108452,7800,4,2021,1
4108320,1003200,1452,2020,4
4108320,1209600,1735,2020,5
4108320,809400,1147,2020,6
4108320,1254000,1839,2020,7
4108320,1134600,1652,2020,8
4108320,995255,1871,2020,9
4108320,627707,1634,2020,10
4108320,820810,1718,2020,11
4108320,714314,1659,2020,12
4108320,5700,5,2021,1
4108403,9945600,14464,2020,4
4108403,12700800,18109,2020,5
4108403,6834600,9957,2020,6
4108403,13082400,19219,2020,7
4108403,11418000,16567,2020,8
4108403,12364163,20123,2020,9
4108403,7539452,17414,2020,10
4108403,9931718,18298,2020,11
4108403,8991675,17612,2020,12
4108403,104100,83,2021,1
4108502,2318400,3193,2020,4
4108502,2626200,3567,2020,5
4108502,1777200,2386,2020,6
4108502,2692200,3737,2020,7
4108502,2481600,3409,2020,8
4108502,1986552,3744,2020,9
4108502,1339974,3449,2020,10
4108502,1690804,3584,2020,11
4108502,1645270,3488,2020,12
4108502,7500,7,2021,1
4108551,581400,916,2020,4
4108551,642000,999,2020,5
4108551,406800,635,2020,6
4108551,639000,1005,2020,7
4108551,555600,875,2020,8
4108551,455999,986,2020,9
4108551,289079,914,2020,10
4108551,385778,954,2020,11
4108551,351578,943,2020,12
4108551,2700,3,2021,1
4108601,4576200,6604,2020,4
4108601,5527200,7921,2020,5
4108601,3465600,4888,2020,6
4108601,5649600,8268,2020,7
4108601,5031000,7295,2020,8
4108601,4539672,8353,2020,9
4108601,2927436,7481,2020,10
4108601,3734774,7822,2020,11
4108601,3459400,7617,2020,12
4108601,43800,35,2021,1
4108650,1403400,2038,2020,4
4108650,1607400,2296,2020,5
4108650,1122000,1595,2020,6
4108650,1617600,2364,2020,7
4108650,1492800,2185,2020,8
4108650,1091617,2327,2020,9
4108650,752436,2172,2020,10
4108650,921502,2248,2020,11
4108650,894844,2211,2020,12
4108650,3000,4,2021,1
4108700,1246800,1897,2020,4
4108700,1407600,2112,2020,5
4108700,1013400,1520,2020,6
4108700,1408200,2145,2020,7
4108700,1310400,1987,2020,8
4108700,887552,2045,2020,9
4108700,597806,1901,2020,10
4108700,771586,1982,2020,11
4108700,718333,1961,2020,12
4108700,9300,7,2021,1
4108809,4917600,7159,2020,4
4108809,6070200,8723,2020,5
4108809,3364200,4903,2020,6
4108809,6318000,9294,2020,7
4108809,5554200,8094,2020,8
4108809,6000128,9868,2020,9
4108809,3748406,8835,2020,10
4108809,5047521,9404,2020,11
4108809,4499960,9004,2020,12
4108809,49200,37,2021,1
4108908,963000,1390,2020,4
4108908,1169400,1669,2020,5
4108908,679200,961,2020,6
4108908,1195800,1752,2020,7
4108908,1042200,1522,2020,8
4108908,1009784,1767,2020,9
4108908,653628,1582,2020,10
4108908,824628,1651,2020,11
4108908,768460,1614,2020,12
4108908,5400,3,2021,1
4108957,1313400,2035,2020,4
4108957,1630200,2481,2020,5
4108957,1096800,1702,2020,6
4108957,1699200,2644,2020,7
4108957,1575000,2429,2020,8
4108957,1573251,2917,2020,9
4108957,1066154,2688,2020,10
4108957,1405868,2840,2020,11
4108957,1226777,2801,2020,12
4108957,6600,6,2021,1
4109005,693000,1030,2020,4
4109005,823200,1205,2020,5
4109005,456600,667,2020,6
4109005,840600,1253,2020,7
4109005,735000,1091,2020,8
4109005,760504,1326,2020,9
4109005,463793,1174,2020,10
4109005,625321,1241,2020,11
4109005,570119,1204,2020,12
4109005,5400,3,2021,1
4109104,300000,433,2020,4
4109104,354000,500,2020,5
4109104,195000,283,2020,6
4109104,369000,531,2020,7
4109104,315000,451,2020,8
4109104,300646,531,2020,9
4109104,178992,475,2020,10
4109104,242019,497,2020,11
4109104,240518,492,2020,12
4109104,6000,4,2021,1
4109203,669000,976,2020,4
4109203,801600,1155,2020,5
4109203,450000,646,2020,6
4109203,811800,1195,2020,7
4109203,735600,1081,2020,8
4109203,702477,1241,2020,9
4109203,445039,1101,2020,10
4109203,579740,1157,2020,11
4109203,525263,1106,2020,12
4109203,1500,2,2021,1
4109302,1728000,2506,2020,4
4109302,2185800,3118,2020,5
4109302,1312800,1885,2020,6
4109302,2271000,3331,2020,7
4109302,2013000,2955,2020,8
4109302,2081349,3519,2020,9
4109302,1352226,3157,2020,10
4109302,1764039,3330,2020,11
4109302,1593168,3242,2020,12
4109302,8700,10,2021,1
4109401,26596800,36975,2020,4
4109401,32583600,44950,2020,5
4109401,18800400,25859,2020,6
4109401,33664200,47578,2020,7
4109401,29915400,41767,2020,8
4109401,29889610,49182,2020,9
4109401,18833686,43717,2020,10
4109401,24629400,45972,2020,11
4109401,22563677,44083,2020,12
4109401,296400,216,2021,1
4109500,1963800,3041,2020,4
4109500,2110800,3231,2020,5
4109500,1683000,2599,2020,6
4109500,2108400,3270,2020,7
4109500,2013000,3108,2020,8
4109500,1108121,2998,2020,9
4109500,775534,2846,2020,10
4109500,950351,2920,2020,11
4109500,899282,2879,2020,12
4109500,10200,10,2021,1
4109609,7425000,10778,2020,4
4109609,8915400,12835,2020,5
4109609,5213400,7429,2020,6
4109609,9068400,13253,2020,7
4109609,7914600,11521,2020,8
4109609,7789824,13591,2020,9
4109609,5084228,12474,2020,10
4109609,6626566,13119,2020,11
4109609,6170727,12857,2020,12
4109609,60300,55,2021,1
4109658,826800,1210,2020,4
4109658,970200,1389,2020,5
4109658,682800,985,2020,6
4109658,1003200,1466,2020,7
4109658,942000,1360,2020,8
4109658,800683,1541,2020,9
4109658,537241,1386,2020,10
4109658,689827,1447,2020,11
4109658,593843,1406,2020,12
4109658,1800,1,2021,1
4109708,4253400,6457,2020,4
4109708,5396400,7999,2020,5
4109708,2905200,4336,2020,6
4109708,5514000,8347,2020,7
4109708,4746000,7158,2020,8
4109708,5024998,8551,2020,9
4109708,3139433,7675,2020,10
4109708,4128720,8064,2020,11
4109708,3790392,7827,2020,12
4109708,35700,37,2021,1
4109757,1057800,1489,2020,4
4109757,1203600,1684,2020,5
4109757,807600,1105,2020,6
4109757,1236600,1761,2020,7
4109757,1119000,1585,2020,8
4109757,953774,1793,2020,9
4109757,608279,1607,2020,10
4109757,792922,1678,2020,11
4109757,722178,1623,2020,12
4109757,5100,5,2021,1
4109807,6886200,9852,2020,4
4109807,8570400,12241,2020,5
4109807,5108400,7185,2020,6
4109807,8857800,12909,2020,7
4109807,7755600,11246,2020,8
4109807,7754221,13369,2020,9
4109807,4983487,11921,2020,10
4109807,6453718,12463,2020,11
4109807,5882956,12000,2020,12
4109807,78300,63,2021,1
4109906,1392000,2042,2020,4
4109906,1742400,2509,2020,5
4109906,1076400,1539,2020,6
4109906,1773600,2624,2020,7
4109906,1526400,2244,2020,8
4109906,1536512,2718,2020,9
4109906,1010179,2471,2020,10
4109906,1289224,2572,2020,11
4109906,1164347,2508,2020,12
4109906,5700,6,2021,1
4110003,630000,948,2020,4
4110003,826200,1215,2020,5
4110003,480600,717,2020,6
4110003,850800,1281,2020,7
4110003,723600,1086,2020,8
4110003,789119,1349,2020,9
4110003,512616,1202,2020,10
4110003,674439,1277,2020,11
4110003,594819,1236,2020,12
4110003,7800,7,2021,1
4110052,321000,497,2020,4
4110052,363600,552,2020,5
4110052,217200,329,2020,6
4110052,366600,565,2020,7
4110052,326400,503,2020,8
4110052,318679,590,2020,9
4110052,191562,523,2020,10
4110052,271143,559,2020,11
4110052,232564,542,2020,12
4110052,3600,2,2021,1
4110078,2126400,3019,2020,4
4110078,2433600,3420,2020,5
4110078,1557600,2149,2020,6
4110078,2482200,3545,2020,7
4110078,2212800,3139,2020,8
4110078,1862708,3459,2020,9
4110078,1160130,3048,2020,10
4110078,1487455,3163,2020,11
4110078,1361519,3036,2020,12
4110078,8700,9,2021,1
4110102,4489200,6612,2020,4
4110102,5500800,8016,2020,5
4110102,3204600,4686,2020,6
4110102,5680200,8457,2020,7
4110102,5008200,7424,2020,8
4110102,5105344,8825,2020,9
4110102,3255692,7889,2020,10
4110102,4194073,8252,2020,11
4110102,3823332,7970,2020,12
4110102,23400,20,2021,1
4110201,2180400,3220,2020,4
4110201,2436600,3564,2020,5
4110201,1598400,2286,2020,6
4110201,2463600,3651,2020,7
4110201,2232000,3267,2020,8
4110201,1786735,3594,2020,9
4110201,1164468,3284,2020,10
4110201,1481339,3420,2020,11
4110201,1418238,3373,2020,12
4110201,6300,6,2021,1
4110300,536400,821,2020,4
4110300,583800,885,2020,5
4110300,361200,543,2020,6
4110300,587400,896,2020,7
4110300,522000,793,2020,8
4110300,411505,852,2020,9
4110300,239888,745,2020,10
4110300,330578,789,2020,11
4110300,300991,774,2020,12
4110300,1800,2,2021,1
4110409,609600,941,2020,4
4110409,737400,1100,2020,5
4110409,397200,597,2020,6
4110409,718800,1111,2020,7
4110409,615000,945,2020,8
4110409,661589,1144,2020,9
4110409,387061,985,2020,10
4110409,531694,1035,2020,11
4110409,481294,1008,2020,12
4110409,6000,7,2021,1
4110508,2060400,3201,2020,4
4110508,2554800,3844,2020,5
4110508,1583400,2448,2020,6
4110508,2649600,4109,2020,7
4110508,2368800,3667,2020,8
4110508,2400951,4376,2020,9
4110508,1579675,4019,2020,10
4110508,2034146,4196,2020,11
4110508,1821083,4119,2020,12
4110508,15900,15,2021,1
4110607,1990200,2985,2020,4
4110607,2535600,3753,2020,5
4110607,1361400,2024,2020,6
4110607,2637600,3998,2020,7
4110607,2238000,3388,2020,8
4110607,2472385,4165,2020,9
4110607,1529621,3671,2020,10
4110607,2035295,3887,2020,11
4110607,1810775,3772,2020,12
4110607,26100,20,2021,1
4110656,315600,486,2020,4
4110656,374400,561,2020,5
4110656,215400,327,2020,6
4110656,378600,580,2020,7
4110656,349200,535,2020,8
4110656,309902,582,2020,9
4110656,190066,510,2020,10
4110656,245057,533,2020,11
4110656,235659,521,2020,12
4110656,1800,3,2021,1
4110706,7915800,11383,2020,4
4110706,9892200,14099,2020,5
4110706,6412800,9134,2020,6
4110706,10296000,15043,2020,7
4110706,9322800,13540,2020,8
4110706,9011375,15940,2020,9
4110706,6052196,14489,2020,10
4110706,7740859,15194,2020,11
4110706,6942792,14713,2020,12
4110706,78600,55,2021,1
4110805,1897200,2861,2020,4
4110805,2193600,3251,2020,5
4110805,1287600,1902,2020,6
4110805,2200800,3331,2020,7
4110805,1940400,2915,2020,8
4110805,1792650,3348,2020,9
4110805,1129179,3064,2020,10
4110805,1491271,3217,2020,11
4110805,1396233,3146,2020,12
4110805,2100,3,2021,1
4110904,733200,1101,2020,4
4110904,841200,1246,2020,5
4110904,450600,663,2020,6
4110904,862200,1294,2020,7
4110904,742800,1107,2020,8
4110904,748021,1311,2020,9
4110904,453016,1169,2020,10
4110904,616676,1236,2020,11
4110904,577766,1209,2020,12
4110904,1800,2,2021,1
4110953,1365600,1983,2020,4
4110953,1675800,2378,2020,5
4110953,1011000,1442,2020,6
4110953,1739400,2544,2020,7
4110953,1545000,2235,2020,8
4110953,1606823,2703,2020,9
4110953,996213,2373,2020,10
4110953,1323637,2491,2020,11
4110953,1198587,2421,2020,12
4110953,15000,12,2021,1
4111001,953400,1438,2020,4
4111001,1126800,1670,2020,5
4111001,658800,975,2020,6
4111001,1156200,1744,2020,7
4111001,993000,1496,2020,8
4111001,939609,1722,2020,9
4111001,580273,1533,2020,10
4111001,764377,1611,2020,11
4111001,707983,1564,2020,12
4111001,17400,15,2021,1
4111100,691800,1031,2020,4
4111100,934200,1365,2020,5
4111100,446400,675,2020,6
4111100,981600,1477,2020,7
4111100,849000,1284,2020,8
4111100,1007709,1605,2020,9
4111100,611149,1379,2020,10
4111100,837989,1477,2020,11
4111100,737067,1417,2020,12
4111100,27600,17,2021,1
4111209,1402800,2002,2020,4
4111209,1788000,2514,2020,5
4111209,1081800,1529,2020,6
4111209,1848600,2673,2020,7
4111209,1648800,2373,2020,8
4111209,1657741,2790,2020,9
4111209,1083882,2512,2020,10
4111209,1390250,2617,2020,11
4111209,1275123,2550,2020,12
4111209,18600,13,2021,1
4111258,5704200,7791,2020,4
4111258,6594000,8998,2020,5
4111258,4148400,5488,2020,6
4111258,6673800,9267,2020,7
4111258,5952600,8188,2020,8
4111258,5012705,9039,2020,9
4111258,3272801,8263,2020,10
4111258,4123098,8565,2020,11
4111258,4010996,8409,2020,12
4111258,31800,29,2021,1
4111308,600000,855,2020,4
4111308,687000,962,2020,5
4111308,403800,544,2020,6
4111308,681600,974,2020,7
4111308,592200,843,2020,8
4111308,528389,966,2020,9
4111308,317098,838,2020,10
4111308,419139,877,2020,11
4111308,391743,856,2020,12
4111308,900,1,2021,1
4111407,2380800,3603,2020,4
4111407,2772600,4109,2020,5
4111407,1916400,2862,2020,6
4111407,2856000,4342,2020,7
4111407,2612400,3951,2020,8
4111407,2269765,4522,2020,9
4111407,1537551,4202,2020,10
4111407,1958375,4365,2020,11
4111407,1783641,4304,2020,12
4111407,14400,12,2021,1
4111506,4377000,6480,2020,4
4111506,5575800,8118,2020,5
4111506,2919000,4273,2020,6
4111506,5775000,8613,2020,7
4111506,4910400,7335,2020,8
4111506,5494116,9076,2020,9
4111506,3450884,8148,2020,10
4111506,4604546,8641,2020,11
4111506,4207248,8423,2020,12
4111506,47100,37,2021,1
4111555,882600,1305,2020,4
4111555,1113000,1624,2020,5
4111555,654600,952,2020,6
4111555,1158000,1726,2020,7
4111555,1019400,1520,2020,8
4111555,1012326,1775,2020,9
4111555,649706,1590,2020,10
4111555,839077,1659,2020,11
4111555,737378,1605,2020,12
4111555,13500,10,2021,1
4111605,402600,621,2020,4
4111605,510000,778,2020,5
4111605,280800,428,2020,6
4111605,529200,816,2020,7
4111605,472800,724,2020,8
4111605,503269,862,2020,9
4111605,315169,756,2020,10
4111605,417824,803,2020,11
4111605,369224,779,2020,12
4111605,2700,3,2021,1
4111704,875400,1346,2020,4
4111704,1101000,1670,2020,5
4111704,654000,1004,2020,6
4111704,1130400,1750,2020,7
4111704,1006800,1544,2020,8
4111704,1014406,1857,2020,9
4111704,659152,1699,2020,10
4111704,865635,1802,2020,11
4111704,771784,1754,2020,12
4111704,16200,11,2021,1
4111803,5765400,8032,2020,4
4111803,6964800,9686,2020,5
4111803,4322400,5875,2020,6
4111803,7161600,10148,2020,7
4111803,6375000,8923,2020,8
4111803,5830090,10186,2020,9
4111803,3714611,9038,2020,10
4111803,4865326,9474,2020,11
4111803,4369521,9132,2020,12
4111803,65700,58,2021,1
4111902,1578000,2269,2020,4
4111902,1964400,2805,2020,5
4111902,1107600,1565,2020,6
4111902,2058000,3002,2020,7
4111902,1851600,2685,2020,8
4111902,1901903,3132,2020,9
4111902,1142514,2648,2020,10
4111902,1472835,2769,2020,11
4111902,1385801,2676,2020,12
4111902,7800,8,2021,1
4112009,5211600,7355,2020,4
4112009,6370800,8901,2020,5
4112009,3576600,4937,2020,6
4112009,6404400,9145,2020,7
4112009,5596200,7955,2020,8
4112009,5464133,9282,2020,9
4112009,3454523,8339,2020,10
4112009,4453489,8702,2020,11
4112009,4147356,8420,2020,12
4112009,29400,26,2021,1
4112108,2776200,4026,2020,4
4112108,3425400,4916,2020,5
4112108,1905000,2719,2020,6
4112108,3496800,5161,2020,7
4112108,3032400,4428,2020,8
4112108,3165216,5351,2020,9
4112108,1961689,4748,2020,10
4112108,2612673,5036,2020,11
4112108,2413954,4907,2020,12
4112108,15300,16,2021,1
4112207,928200,1407,2020,4
4112207,1179000,1755,2020,5
4112207,659400,992,2020,6
4112207,1196400,1823,2020,7
4112207,1039200,1584,2020,8
4112207,1037428,1845,2020,9
4112207,650733,1654,2020,10
4112207,845013,1741,2020,11
4112207,774208,1701,2020,12
4112207,4200,4,2021,1
4112306,791400,1192,2020,4
4112306,957600,1411,2020,5
4112306,579600,859,2020,6
4112306,973200,1469,2020,7
4112306,829800,1245,2020,8
4112306,793188,1464,2020,9
4112306,502454,1335,2020,10
4112306,651642,1406,2020,11
4112306,631451,1379,2020,12
4112306,9300,6,2021,1
4112405,1285200,1860,2020,4
4112405,1551600,2222,2020,5
4112405,909000,1293,2020,6
4112405,1549800,2286,2020,7
4112405,1355400,1986,2020,8
4112405,1290956,2341,2020,9
4112405,818102,2127,2020,10
4112405,1077885,2230,2020,11
4112405,1010489,2162,2020,12
4112405,12000,10,2021,1
4112504,2029200,3107,2020,4
4112504,2383800,3578,2020,5
4112504,1494000,2248,2020,6
4112504,2430600,3720,2020,7
4112504,2101200,3216,2020,8
4112504,1966027,3747,2020,9
4112504,1263434,3437,2020,10
4112504,1658318,3598,2020,11
4112504,1522370,3533,2020,12
4112504,12300,13,2021,1
4112603,253800,378,2020,4
4112603,285000,418,2020,5
4112603,166200,247,2020,6
4112603,283200,420,2020,7
4112603,243000,363,2020,8
4112603,217109,405,2020,9
4112603,133555,366,2020,10
4112603,173989,379,2020,11
4112603,160001,361,2020,12
4112603,3000,2,2021,1
4112702,2054400,2880,2020,4
4112702,2472000,3466,2020,5
4112702,1540800,2112,2020,6
4112702,2497800,3575,2020,7
4112702,2193600,3110,2020,8
4112702,1947461,3555,2020,9
4112702,1238930,3162,2020,10
4112702,1602707,3311,2020,11
4112702,1462523,3217,2020,12
4112702,12600,13,2021,1
4112751,1185600,1736,2020,4
4112751,1431600,2073,2020,5
4112751,912600,1306,2020,6
4112751,1468800,2177,2020,7
4112751,1316400,1944,2020,8
4112751,1230375,2240,2020,9
4112751,783575,1993,2020,10
4112751,1000753,2077,2020,11
4112751,926818,2019,2020,12
4112751,7200,6,2021,1
4112801,1452000,2128,2020,4
4112801,1816800,2637,2020,5
4112801,994800,1432,2020,6
4112801,1877400,2781,2020,7
4112801,1642200,2423,2020,8
4112801,1770776,2938,2020,9
4112801,1098771,2570,2020,10
4112801,1465983,2726,2020,11
4112801,1335231,2639,2020,12
4112801,9000,10,2021,1
4112900,613200,946,2020,4
4112900,672000,1025,2020,5
4112900,439200,667,2020,6
4112900,681000,1052,2020,7
4112900,601800,922,2020,8
4112900,486076,1029,2020,9
4112900,305445,957,2020,10
4112900,402110,998,2020,11
4112900,377810,987,2020,12
4112900,5700,6,2021,1
4112959,1100400,1616,2020,4
4112959,1383600,1996,2020,5
4112959,856200,1248,2020,6
4112959,1401000,2097,2020,7
4112959,1239000,1837,2020,8
4112959,1185975,2148,2020,9
4112959,757657,1904,2020,10
4112959,990401,2011,2020,11
4112959,884042,1959,2020,12
4112959,13200,11,2021,1
4113007,815400,1215,2020,4
4113007,984000,1445,2020,5
4113007,570600,843,2020,6
4113007,1026000,1535,2020,7
4113007,922800,1380,2020,8
4113007,898833,1597,2020,9
4113007,577965,1428,2020,10
4113007,751247,1480,2020,11
4113007,671682,1404,2020,12
4113007,9000,7,2021,1
4113106,756000,1121,2020,4
4113106,845400,1250,2020,5
4113106,499200,718,2020,6
4113106,862800,1289,2020,7
4113106,765600,1140,2020,8
4113106,686484,1298,2020,9
4113106,418863,1167,2020,10
4113106,558647,1224,2020,11
4113106,516059,1196,2020,12
4113106,7800,4,2021,1
4113205,6063600,8791,2020,4
4113205,7461000,10694,2020,5
4113205,4557000,6540,2020,6
4113205,7645800,11243,2020,7
4113205,6883800,9971,2020,8
4113205,6631790,11635,2020,9
4113205,4294944,10433,2020,10
4113205,5571631,10940,2020,11
4113205,5040599,10640,2020,12
4113205,42000,40,2021,1
4113254,1290600,1965,2020,4
4113254,1436400,2150,2020,5
4113254,1011000,1518,2020,6
4113254,1415400,2151,2020,7
4113254,1293600,1964,2020,8
4113254,888750,2044,2020,9
4113254,600210,1903,2020,10
4113254,738296,1957,2020,11
4113254,722081,1939,2020,12
4113254,3000,4,2021,1
4113304,4534200,6542,2020,4
4113304,5820600,8324,2020,5
4113304,3362400,4810,2020,6
4113304,6105000,8904,2020,7
4113304,5388600,7833,2020,8
4113304,5635774,9426,2020,9
4113304,3672501,8480,2020,10
4113304,4744383,8944,2020,11
4113304,4302242,8684,2020,12
4113304,44700,37,2021,1
4113403,623400,959,2020,4
4113403,719400,1086,2020,5
4113403,429600,656,2020,6
4113403,735000,1131,2020,7
4113403,632400,974,2020,8
4113403,594202,1130,2020,9
4113403,359699,998,2020,10
4113403,492633,1041,2020,11
4113403,440061,1016,2020,12
4113403,3600,3,2021,1
4113429,674400,1025,2020,4
4113429,777600,1159,2020,5
4113429,502200,747,2020,6
4113429,785400,1199,2020,7
4113429,708000,1072,2020,8
4113429,603588,1218,2020,9
4113429,399743,1131,2020,10
4113429,500540,1169,2020,11
4113429,464144,1142,2020,12
4113429,1800,1,2021,1
4113452,930000,1326,2020,4
4113452,1074600,1514,2020,5
4113452,790800,1125,2020,6
4113452,1106400,1590,2020,7
4113452,1012200,1444,2020,8
4113452,782108,1575,2020,9
4113452,530093,1451,2020,10
4113452,683027,1491,2020,11
4113452,585906,1440,2020,12
4113452,4800,4,2021,1
4113502,2958600,4288,2020,4
4113502,3742200,5348,2020,5
4113502,1978800,2839,2020,6
4113502,3829200,5602,2020,7
4113502,3343200,4878,2020,8
4113502,3524042,5796,2020,9
4113502,2205865,5173,2020,10
4113502,2904550,5453,2020,11
4113502,2665289,5263,2020,12
4113502,11700,9,2021,1
4113601,627000,938,2020,4
4113601,777000,1142,2020,5
4113601,419400,610,2020,6
4113601,784800,1179,2020,7
4113601,653400,990,2020,8
4113601,700262,1213,2020,9
4113601,432784,1073,2020,10
4113601,564226,1121,2020,11
4113601,508125,1079,2020,12
4113601,2400,4,2021,1
4113700,63594000,91593,2020,4
4113700,81414600,117034,2020,5
4113700,48309000,69106,2020,6
4113700,84924000,124632,2020,7
4113700,74869200,109251,2020,8
4113700,76867822,131229,2020,9
4113700,50225792,117597,2020,10
4113700,65197002,123380,2020,11
4113700,58948774,118933,2020,12
4113700,1000200,797,2021,1
4113734,1171200,1679,2020,4
4113734,1357200,1928,2020,5
4113734,912000,1286,2020,6
4113734,1378800,1991,2020,7
4113734,1260600,1793,2020,8
4113734,1031467,2003,2020,9
4113734,661349,1788,2020,10
4113734,835546,1835,2020,11
4113734,745928,1766,2020,12
4113734,8400,7,2021,1
4113759,901800,1363,2020,4
4113759,1017600,1526,2020,5
4113759,669000,988,2020,6
4113759,1024200,1560,2020,7
4113759,903600,1362,2020,8
4113759,770665,1545,2020,9
4113759,497974,1430,2020,10
4113759,637685,1481,2020,11
4113759,616672,1454,2020,12
4113759,2400,3,2021,1
4113809,782400,1148,2020,4
4113809,892200,1282,2020,5
4113809,541200,778,2020,6
4113809,891600,1313,2020,7
4113809,802200,1171,2020,8
4113809,665832,1291,2020,9
4113809,407109,1148,2020,10
4113809,528041,1185,2020,11
4113809,499956,1131,2020,12
4113809,2400,2,2021,1
4113908,1616400,2392,2020,4
4113908,2023200,2933,2020,5
4113908,1356600,2011,2020,6
4113908,2110800,3165,2020,7
4113908,1942200,2899,2020,8
4113908,1854601,3372,2020,9
4113908,1257382,3069,2020,10
4113908,1583804,3201,2020,11
4113908,1462482,3152,2020,12
4113908,10200,8,2021,1
4114005,2202000,3198,2020,4
4114005,2625000,3787,2020,5
4114005,1718400,2450,2020,6
4114005,2687400,3953,2020,7
4114005,2417400,3524,2020,8
4114005,2141564,4028,2020,9
4114005,1386964,3623,2020,10
4114005,1780801,3785,2020,11
4114005,1638736,3687,2020,12
4114005,11100,9,2021,1
4114104,3178200,4616,2020,4
4114104,4230000,6070,2020,5
4114104,2276400,3302,2020,6
4114104,4395600,6480,2020,7
4114104,3855000,5653,2020,8
4114104,4308531,6934,2020,9
4114104,2729595,6094,2020,10
4114104,3571032,6444,2020,11
4114104,3304502,6227,2020,12
4114104,32100,26,2021,1
4114203,3770400,5628,2020,4
4114203,4981800,7299,2020,5
4114203,2580000,3822,2020,6
4114203,5120400,7714,2020,7
4114203,4560000,6820,2020,8
4114203,4937579,8135,2020,9
4114203,3077677,7100,2020,10
4114203,3984400,7428,2020,11
4114203,3652665,7185,2020,12
4114203,46500,37,2021,1
4114302,4168800,6021,2020,4
4114302,5205000,7442,2020,5
4114302,3079800,4409,2020,6
4114302,5320800,7783,2020,7
4114302,4677600,6803,2020,8
4114302,4727683,8177,2020,9
4114302,3095661,7529,2020,10
4114302,3968211,7847,2020,11
4114302,3655845,7677,2020,12
4114302,22200,21,2021,1
4114351,375000,583,2020,4
4114351,475200,717,2020,5
4114351,276000,436,2020,6
4114351,483600,756,2020,7
4114351,424200,654,2020,8
4114351,432171,782,2020,9
4114351,280070,709,2020,10
